id,Author,Journal,Year,SppLatin,SppPhylo,SppCommon,Family,Order,Flight,Bird.Type,SppMass,Location,Continent,Sexes,Ages,Control.Group..Y...N.,Effect.Size,Nsamp,How,Type,SubType,Period.Tracked,Tag.Type,Attachment.Type,AttachmentClass,Attachment.Position,Tag.Weight,Weight.Proportion,WeightRaw,Deployment.Duration,Study,Inclusion,,,
339,Rae,J Field Ornith,2009,Passerculus sandwichensis,Passerculus_sandwichensis,Savannah Sparrow,,,flap,passerine,16,Canada,North America,both,both,Y,0.296,11,t test,Body Mass,Within,post breeding,VHF,leg loop harness,Harness,back,0.815,5.09%,,70,Rae J Field Ornith 2009Body Mass,1,,,
340,Hedd,Anim Cons,2011,Uria aalge,Uria_aalge,Common murre,,,flap,seabird,690,USA,North America,both,ad,Y,-0.154,67,t test,Body Mass,Within,annual,GLS,cable tie to leg ring,Legband,leg,5.4,0.78%,,354,Hedd Anim Cons 2011Body Mass,1,,,
341,Hedd,MEPS,2012,Puffinus griseus,Puffinus_griseus,sooty shearwater,,,both,seabird,800,Falkland Islands,S America,both,ad,Y,-0.0171,24,t test,Body Mass,Within,migration,GLS,legring,Legband,leg,5.9,0.74%,,354,Hedd MEPS 2012Body Mass,1,,,
342,Hedenström,Bird Study,2013,Charadrius dubius,Charadrius_dubius,Little Ringed Plovers,,,flap,wader,40,Sweden,Europe,both,ad,Y,-0.035,6,t test,Body Mass,Within,migration,GLS,leg-loop harness,Harness,back,1.2,3.00%,,1095,Hedenström Bird Study 2013Body Mass,1,,,
343,Kim,Mar Ornithol,2014,Pterodroma leucoptera,Pterodroma_leucoptera,Gould’s Petrel,,,soar,seabird,180,Australia,Australasia,both,ad,Y,-0.1,53,M & SD,Body Mass,Within,annual,GLS,cable tie and glue to leg ring,Legband,leg ring,2.5,1.39%,,395,Kim Mar Ornithol 2014Body Mass,1,,,
344,Sergio,J Appl Ecol,2015,Milvus migrans,Milvus_migrans,Black Kite,,,soar,raptor,790,Spain,Europe,both,both,Y,-0.102,46,M & SD,Body Mass,Between,annual,GPS,teflon backpack harness,Harness,back,29.8,3.77%,,365,Sergio J Appl Ecol 2015Body Mass,1,,,
345,Soanes,Mar Ornith,2015,Sterna fuscata,Sterna_fuscata,Sooty Tern,,,flap,seabird,180,Anguilla,North America,both,ad,Y,0.152,26,t test,Body Mass,Within,breeding,GPS,tesa tape,TapeGlue,tail,2,1.11%,,5,Soanes Mar Ornith 2015Body Mass,1,,,
346,Burke,PLOS one,2015,Uria aalge,Uria_aalge,Common Murre,,,flap,seabird,980,Canada,North America,both,ad,Y,0.036,90,M & SD,Body Mass,Between,annual,GLS + TDR,leg ring,Legband,leg,5.9,0.60%,,365,Burke PLOS one 2015Body Mass,1,,,
347,Phillips,MEPS,2007,Catharacta lonnbergi,Catharacta_lonnbergi,Brown skua,,,both,seabird,1830,South Georgia,Antarctica,both,ad,Y,0.0458,23,t test,Body Mass,Between,annual,GLS,tape and cable tie to leg ring,Legband,leg,9,0.49%,,365,Phillips MEPS 2007Body Mass,1,,,
348,Rodriguez,J Field Ornithol,2009,Falco naumanni,Falco_naumanni,Lesser Kestrel,,,flap,raptor,180,Spain,Europe,both,ad,Y,0.05,36,ANOVA F,Body Mass,Between,breeding,GLS,teflon backpack harness,Harness,back,3.1,1.72%,,365,Rodriguez J Field Ornithol 2009Body Mass,1,,,
349,Carneiro,Mar Biol,2014,Catharacta lonnbergi,Catharacta_lonnbergi,Brown Skua,,,both,seabird,1880,South Georgia,Antarctica,both,ad,Y,0.321,26,t test,Body Mass,Within,breeding,GPS +GLS,tesa tape to tail,TapeGlue,tail,32,1.70%,,6,Carneiro Mar Biol 2014Body Mass,1,,,
350,Dell'ariccia,Ital J Zool,2010,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,soar,seabird,560,Italy,Europe,both,ad,Y,0.403,16,t test,Body Mass,Within,breeding,GPS,tesa tape to tail,TapeGlue,tail,5,0.89%,,7,Dell'ariccia Ital J Zool 2010Body Mass,1,,,
351,Thiebot,Ibis,2014,Eudyptes chrysolophus,Eudyptes_chrysolophus,Macaroni Penguin,,,flightless,penguin,4400,Crozet Archipelago,Antarctica,both,ad,Y,0.0939,21,t test,Body Mass,Between,breeding,GLS,leg ring,Legband,leg,5,0.11%,,3,Thiebot Ibis 2014Body Mass,1,,,
352,Tøttrup,Proc B,2012,Lanius collurio,Lanius_collurio,Red-backed shrike,,,flap,passerine,30,southern Scandinavia,Europe,both,ad,Y,-0.262,34,t test,Body Mass,Between,migration,GLS,leg-loop backpack harness,Harness,back,1.1,3.67%,,365,Tøttrup Proc B 2012Body Mass,1,,,
353,van der Winden,waterbirds,2014,Chlidonias niger,Chlidonias_niger,Black tern,,,flap ,seabird,73,Netherlands,Europe,both,ad,Y,0.064,12,M & SD,Body Mass,Within,Migration,GLS,leg ring,Legband,leg,1.5,2.05%,,365,van der Winden waterbirds 2014Body Mass,1,,,
354,Lislevand,Wader study,2013,Calidris temminckii,Calidris_temminckii,Temminck’s Stint,,,flap,wader,24,Norway,Europe,both,ad,Y,0.0438,40,t test,Body Mass,Between,annual,GLS,lep-loop backpack harness,Harness,back,0.58,2.42%,,365,Lislevand Wader study 2013Body Mass,1,,,
355,Parades,Anim Behav,2005,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,965,USA,North America,male,ad,Y,-1.116,30,M & SD,Body Mass,Within,breeding,TDR,tape,TapeGlue,back,25,2.59%,,30,Parades Anim Behav 2005Body Mass,1,,,
356,Parades,Anim Behav,2005,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,965,USA,North America,female,ad,Y,-0.709,37,M & SD,Body Mass,Within,breeding,TDR,tape,TapeGlue,back,25,2.59%,,30,Parades Anim Behav 2005Body Mass,1,,,
357,Ward,J Wild Man,1994,Branta bernicla,Branta_bernicla,Brent Goose,,,flap,waterfowl,1300,Alaska,North America,female,ad,Y,0.388,8,M & SD,Body Mass,Between,annual,VHF,back mounted & teflon ribbon harness,Harness,back,35,3.4,,180,Ward J Wild Man 1994Body Mass,1,,,
358,Paiva,MEPS,2010,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,flap,seabird,600,"Azores, Desertas and Selvagens",Europe,both,ad,Y,0.0758,35,M & SD,Body Mass,Within,breeding,GPS,Tesa tape to tail,TapeGlue,tail,15,2.50%,,18,Paiva MEPS 2010Body Mass,1,,,
359,Oppel,Behav Ecol Sociobiol,2015,Sula dactylatra,Sula_dactylatra,Masked booby,,,flap,seabird,1540,Ascension Island & St Helena,South America,both,ad,Y,-0.125,48,t test,Body Mass,Within,breeding,GPS,Tesa tape to tail,TapeGlue,tail,20,1.30%,,31,Oppel Behav Ecol Sociobiol 2015Body Mass,1,,,
360,Grant,Bird Study,2002,Numenius arquata,Numenius_arquata,Curlew,,,flap,wader,786,UK,Europe,both,juv,Y,0.02,64,ANOVA F,Body Mass,Within,nestling,VHF,Glue onto back,TapeGlue,back,1.5,0.19%,,31,Grant Bird Study 2002Body Mass,1,,,
361,Godfrey,Biol Con,2003,Porphyrio hochstetteri,Porphyrio_hochstetteri,Takahe,,,flap,other,2580,New Zealand,Australasia,both,ad,Y,0.07,16,ANOVA F,Body Mass,Within,nonbreeding,VHF,backpack harness,Harness,back,48,1.86%,,3,Godfrey Biol Con 2003Body Mass,1,,,
362,Kalas,J Wildl Manag,1989,Gallinago media,Gallinago_media,great snipe,,,flap,wader,180,Norway,Europe,female,ad,Y,0.32,22,M & SD,Body Mass,Between,breeding,VHF,glue,TapeGlue,back,3.2,1.78%,,10,Kalas J Wildl Manag 1989Body Mass,1,,,
363,Kenward,Ornis Scan,1978,Accipiter gentilis,Accipiter_gentilis,goshawk ,,,flap,raptor,1000,UK,Europe,both,both,Y,0.0921,29,M & SD,Body Mass,Within,nonbreeding,VHF,tailmount,Tailmount,tail,15,1.50%,,153,Kenward Ornis Scan 1978Body Mass,1,,,
364,Klaassen,J Field Ornith,1992,Sterna hirundo,Sterna_hirundo,common tern,,,flap,seabird,130,Minsener Oldeoog,Europe,both,ad,Y,0.112,13,M & SD,Body Mass,Within,breeding,VHF,glue,TapeGlue,back,8,6.15%,,4,Klaassen J Field Ornith 1992Body Mass,1,,,
365,Adams,African J Mar Sci,2005,Morus capensis,Morus_capensis,Cape Gannet,,,flap,seabird,2700,South Africa,Africa,both,ad,Y,-0.011,205,Z,PCr,Mass Delivered,breeding,VHF,Tied and glued,TapeGlue,tail,20,0.74%,,3,Adams African J Mar Sci 2005PCr,1,,,
366,Barron,Condor,2013,Cardinalis cardinalis,Cardinalis_cardinalis,Northern Cardinal,,,flap,passerine,45,USA,North America,male,ad,Y,-0.295,34,Cohens D,PCr,Nest Defence,breeding ,VHF,leg loop harness,Harness,leg,1.6,3.56%,,12,Barron Condor 2013PCr,1,,,
367,Brigham,Wil Bull,1989,Hirundo rustica,Hirundo_rustica,Barn swallow,,,both,passerine,18.2,USA,North America,female,ad,Y,-0.11,264,ANOVA F,PCr,Provisioning Rate,breeding,VHF,glued to back,TapeGlue,back,1,5.49%,,4,Brigham Wil Bull 1989PCr,1,,,
368,Brigham,Wil Bull,1989,Hirundo rustica,Hirundo_rustica,Barn swallow,,,both,passerine,18.2,USA,North America,female,ad,Y,-0.18,264,ANOVA F,PCr,Time Away Nest,breeding,VHF,glued to back,TapeGlue,back,1,5.49%,,4,Brigham Wil Bull 1989PCr,1,,,
369,Chivers,Condor,2016,Rissa tridactyla,Rissa_tridactyla,Black-legged Kittiwake,,,both,seabird,400,USA,North America,both,ad,Y,-0.415,20,M & SD,PCr,Time at Colony,breeding,GPS,harness,TapeGlue,back,21,5.25%,,14,Chivers Condor 2016PCr,1,,,
370,Elliott,MEPS,2012,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,989,Canada,N America,both,ad,Y,0.256,8,Zr,PCr,Provisioning Rate,breeding,GLS,legband,Legband,leg,3.6,0.36%,,365,Elliott MEPS 2012PCr,1,,,
371,Gow,J Field Ornith,2011,Hylocichla mustelina,Hylocichla_mustelina,Wood thrush,,,flap,passerine,50,USA,North America,female,ad,Y,-0.391,20,t test,PCr,Provisioning Rate,breeding,VHF,leg loop harness,Harness,back,1.5,3.00%,,98,Gow J Field Ornith 2011PCr,1,,,
372,Gow,J Field Ornith,2011,Hylocichla mustelina,Hylocichla_mustelina,Wood thrush,,,flap,passerine,50,USA,North America,male,ad,Y,0.182,21,t test,PCr,Provisioning Rate,breeding,VHF,leg loop harness,Harness,back,1.5,3.00%,,98,Gow J Field Ornith 2011PCr,1,,,
373,Gow,J Field Ornith,2011,Hylocichla mustelina,Hylocichla_mustelina,Wood thrush,,,flap,passerine,50,USA,North America,female,ad,Y,0.332,48,Z Score,PCr,Nest Attendance,breeding,VHF,leg loop harness,Harness,back,1.5,3.00%,,98,Gow J Field Ornith 2011PCr,1,,,
374,Gow,J Field Ornith,2011,Hylocichla mustelina,Hylocichla_mustelina,Wood thrush,,,flap,passerine,50,USA,North America,male,ad,Y,0.147,46,Z Score,PCr,Nest Attendance,breeding,VHF,leg loop harness,Harness,back,1.5,3.00%,,98,Gow J Field Ornith 2011PCr,1,,,
375,Hamel,Auk,2004,Uria aalge,Uria_aalge,common murre,,,flap,seabird,690,Tatoosh Island,N America,both,ad,Y,-0.711,30,t test,PCr,Provisioning Rate,breeding,VHF,subcutaneous anchor,Subcut,Internal,8,1.16%,,31,Hamel Auk 2004PCr,1,,,
376,Hamel,Auk,2004,Uria aalge,Uria_aalge,common murre,,,flap,seabird,690,Tatoosh Island,N America,both,ad,Y,-0.643,30,t test,PCr,Energy Delivery,breeding,VHF,subcutaneous anchor,Subcut,Internal,8,1.16%,,31,Hamel Auk 2004PCr,1,,,
377,Hamel,Auk,2004,Uria aalge,Uria_aalge,common murre,,,flap,seabird,690,Tatoosh Island,N America,both,ad,Y,0.25,27,ANOVA F,PCr,Time at Nest,breeding,VHF,subcutaneous anchor,Subcut,Internal,8,1.16%,,30,Hamel Auk 2004PCr,1,,,
378,Harding,Deep Sea Res,2012,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,1020,Pribilof Islands,North America,both,ad,Y,-0.22,52,ANOVA F,PCr,Provisioning Rate,breeding,GPS + TDR,tesa tape to tail,TapeGlue,tail,17.6,1.73%,,21,Harding Deep Sea Res 2012PCr,1,,,
379,Harding,Deep Sea Res,2012,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,1020,Pribilof Islands,North America,both,ad,Y,-0.37,71,ANOVA F,PCr,Nest Attendance,breeding,GPS + TDR,tesa tape to tail,TapeGlue,tail,17.6,1.73%,,21,Harding Deep Sea Res 2012PCr,1,,,
380,Hill,J Av Biol,1999,Turdus merula,Turdus_merula,Blackbird,,,flap,passerine,100,UK,Europe,both,ad,Y,-0.063,7,M & SD,PCr,Provisioning Rate,breeding,VHF,backpack harness,Harness,back,2.3,2.30%,,21,Hill J Av Biol 1999PCr,1,,,
381,Horton,J wild man,1984,Scolopax minor,Scolopax_minor,American woodcock,,,flap,wader,200,USA,North America,both,ad,Y,-0.622,30,Contingency,PCr,Nest Desertion,breeding,VHF,harness,Harness,back,4,2.00%,,31,Horton J wild man 1984PCr,1,,,
382,Kidawa,Pol Biol,2012,Alle alle,Alle_alle,Little Auk,,,flap,seabird,166,Norway,Europe,both,ad,Y,-0.432,55,Z Score,PCr,Provisioning Rate,breeding,GPS,tesa tape,TapeGlue,back,5.7,3.43%,,31,Kidawa Pol Biol 2012PCr,1,,,
383,Morris,Condor,1994,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,Ontario,N America,male,ad,Y,0.086,12,Z,PCr,Provisioning Rate,breeding,VHF,legband,Legband,leg,1.32,1.02%,,14,Morris Condor 1994PCr,1,,,
384,Morris,Condor,1994,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,Ontario,N America,male,ad,Y,0.086,12,Z,PCr,Provisioning Rate,breeding,VHF,legband,Legband,leg,1.32,1.02%,,14,Morris Condor 1994PCr,1,,,
385,Morris,Condor,1994,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,Ontario,N America,female,ad,Y,-0.586,12,Z,PCr,Provisioning Rate,breeding,VHF,legband,Legband,leg,1.32,1.02%,,14,Morris Condor 1994PCr,1,,,
386,Morris,Condor,1994,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,Ontario,N America,female,ad,Y,-0.197,12,Z,PCr,Provisioning Rate,breeding,VHF,legband,Legband,leg,1.32,1.02%,,14,Morris Condor 1994PCr,1,,,
387,Morris,Condor,1994,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,Ontario,N America,male,ad,Y,0.086,12,Z,PCr,Nest Attendance,breeding,VHF,legband,Legband,leg,1.32,1.02%,,14,Morris Condor 1994PCr,1,,,
388,Morris,Condor,1994,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,Ontario,N America,male,ad,Y,0.175,12,Z,PCr,Nest Attendance,breeding,VHF,legband,Legband,leg,1.32,1.02%,,14,Morris Condor 1994PCr,1,,,
389,Morris,Condor,1994,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,Ontario,N America,female,ad,Y,-0.028,12,Z,PCr,Nest Attendance,breeding,VHF,legband,Legband,leg,1.32,1.02%,,14,Morris Condor 1994PCr,1,,,
390,Neudorf,J Field Ornith,1997,Wilsonia citrina,Wilsonia_citrina,Hooded warbler,,,flap,passerine,12,USA,North America,female,ad,Y,0.0666,18,M & SD,PCr,Provisioning Rate,breeding,VHF,leg loop harness,Harness,back,0.8,6.67%,,4,Neudorf J Field Ornith 1997PCr,1,,,
391,Parades,Anim Behav,2005,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,965,USA,North America,both,ad,Y,-0.153,61,M & SD,PCr,Provisioning Rate,breeding,TDR,tape,TapeGlue,back,25,2.59%,,31,Parades Anim Behav 2005PCr,1,,,
392,Paredes,Anim Behav,2005,Uria lomvia,Uria_lomvia,thick-billed Murre,,,flap,seabird,935,Canada,N America,both,ad,Y,-0.36,54,ANOVA F,PCr,Provisioning Rate,breeding,TDR,"tape, cable tie and glue",TapeGlue,back,20,2.14%,,30,Paredes Anim Behav 2005PCr,1,,,
393,Paredes,Anim Behav,2005,Uria lomvia,Uria_lomvia,thick-billed Murre,,,flap,seabird,935,Canada,N America,both,ad,Y,-0.4,58,ANOVA F,PCr,Time Brooding,breeding,TDR,"tape, cable tie and glue",TapeGlue,back,20,2.14%,,21,Paredes Anim Behav 2005PCr,1,,,
394,Paredes,MEPS,2015,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,935,Canada,North America,both,ad,Y,-0.21,139,ANOVA F,PCr,Provisioning Rate,breeding,GPS,tesa tape,TapeGlue,tail,17,1.82%,,2,Paredes MEPS 2015PCr,1,,,
395,Paredes,MEPS,2015,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,935,Canada,North America,both,ad,Y,0.026,117,M & SD,PCr,Nest Attendance,breeding,GPS,tesa tape,TapeGlue,tail,17,1.82%,,2,Paredes MEPS 2015PCr,1,,,
396,Phillips,Auk,2003,Thalassarche melanophrys,Thalassarche_melanophrys,Blackbrowed Albatross,,,soar,seabird,3225,South Georgia,Antarctica,both,ad,Y,-0.154,46,M & SD,PCr,Mass Delivered,breeding,PTT,tesa tape to feathers,TapeGlue,back,30,0.93%,,50,Phillips Auk 2003PCr,1,,,
397,Rayner,WIlson J Ornith,2007,Pterodroma cookii,Pterodroma_cookii,Cook's Petrel,,,soar,seabird,200,New Zealand,Australasia,both,ad,Y,0.2146,20,M & SD,PCr,Mass Delivered,Breeding,GLS,tape,TapeGlue,back,4.5,2.25%,,13,Rayner WIlson J Ornith 2007PCr,1,,,
398,Rayner,MEPS,2008,Pterodroma cookii,Pterodroma_cookii,Cook's Petrel,,,soar,seabird,200,New Zealand,Australasia,both,ad,Y,-0.185,20,t test,PCr,Provisioning Rate,breeding,GLS,cable tie to leg ring,Legband,leg,3,1.50%,,365,Rayner MEPS 2008PCr,1,,,
399,Sohle,NZ J Zool,2000,Puffinus griseus,Puffinus_griseus,Sooty shearwater,,,both,seabird,775,Otago Peninsula,New Zealand,both,ad,Y,0.28,57,ANOVA F,PCr,Colony Attendance,breeding,VHF,glue or tesa,TapeGlue,back,24.2,3.12%,,21,Sohle NZ J Zool 2000PCr,1,,,
400,Thomas,Wilson Bull,1989,Hirundo rustica,Hirundo_rustica,Barn swallow,,,flap,passerine,18.2,British Columbia,North America,female,ad,Y,-0.11,264,ANOVA F,PCr,Provisioning Rate,incubation or egg laying,VHF,glued to skin,TapeGlue,back,1,5.60%,,4,Thomas Wilson Bull 1989PCr,1,,,
401,Verkasy,J Field Ornith,1996,Falco mexicanus,Falco_mexicanus,Prairie Falcon,,,flap,raptor,561.6,USA,N America,male,ad,Y,0.14,23,ANOVA F,PCr,Food Delivery,annual,VHF,teflon backpack harness,Harness,back,14,2.49%,,730,Verkasy J Field Ornith 1996PCr,1,,,
402,Verkasy,J Field Ornith,1996,Falco mexicanus,Falco_mexicanus,Prairie Falcon,,,flap,raptor,943.8,USA,N America,female,ad,Y,0.1,23,ANOVA F,PCr,Food Delivery,annual,VHF,teflon backpack harness,Harness,back,14,1.48%,,730,Verkasy J Field Ornith 1996PCr,1,,,
403,Villard,J Wildl Manag,2011,Calonectris diomedea,Calonectris_diomedea,Cory's Shearwater,,,both,seabird,653,France,Europe,both,ad,Y,-0.0916,607,CHISsQ=5.06,PCr,Provisioning Rate,breeding,PTT,tesa tape to humeral feathers,TapeGlue,back,25,3.83%,,48,Villard J Wildl Manag 2011PCr,1,,,
404,Vukovich,J. Field Ornithol.,2009,Melanerpes erythrocephalus,Melanerpes_erythrocephalus,Red-headed woodpecker,,,flap,other,76,USA,North America,both,ad,Y,0.0015,49,t test,PCr,Time Spent Foraging,breeding,VHF,backpack harness,Harness,back,2.1,2.76%,,90,Vukovich J. Field Ornithol. 2009PCr,1,,,
405,Wanless,Condor ,1988,Uria aalge,Uria_aalge,Common murre,,,flap,seabird,690,Scotland,Europe,both,ad,Y,0.401,20,ChiSq,PCr,Food Delivery,breeding,VHF,glue,TapeGlue,back,8.3,1.20%,,365,Wanless Condor  1988PCr,1,,,
406,Wanless,Condor ,1988,Alca torda,Alca_torda,Razorbill,,,flap,seabird,710,Scotland,Europe,both,ad,Y,0,8,ChiSq,PCr,Food Delivery,breeding,VHF,glue,TapeGlue,back,8.3,1.17%,,365,Wanless Condor  1988PCr,1,,,
407,Wanless,Condor ,1988,Uria aalge,Uria_aalge,Common murre,,,flap,seabird,690,Scotland,Europe,both,ad,Y,-0.5,10,U,PCr,Colony Attendance,breeding,VHF,glue,TapeGlue,back,8.3,1.20%,,365,Wanless Condor  1988PCr,1,,,
408,Wanless,colonial waterbirds,1989,Uria aalge,Uria_aalge,Common Murre,,,flap,seabird,,Scotland,Europe,both,ad,Y,0.744,25,t test,PCr,Absence During Care,breeding,VHF,"tailmout, cable tied to 4-6 central tail feather",Tailmount,tail,7,0.7,,7,Wanless colonial waterbirds 1989PCr,1,,,
409,Wanless,colonial waterbirds,1989,Alca torda,Alca_torda,Razorbill,,,flap,seabird,,Scotland,Europe,both,ad,Y,0.73,15,t test,PCr,Absence During Care,breeding,VHF,"tailmout, cable tied to 2 central tail feather",Tailmount,tail,7,1.2,,7,Wanless colonial waterbirds 1989PCr,1,,,
410,Wanless,J Field Ornith,1992,Rissa tridactyla,Rissa_tridactyla,Kittiwake,,,flap,seabird,347,Scotland,Europe,both,ad,Y,-0.535,19,M & SD,PCr,No Trips,breeding,DUM,Tesa,TapeGlue,tail,2.5,0.72%,,7,Wanless J Field Ornith 1992PCr,1,,,
411,Wanless,J Field Ornith,1992,Rissa tridactyla,Rissa_tridactyla,Kittiwake,,,flap,seabird,347,Scotland,Europe,both,ad,Y,0,15,M & SD,PCr,No Trips,breeding,DUM,Tesa,TapeGlue,tail,2.5,0.72%,,23,Wanless J Field Ornith 1992PCr,1,,,
412,Wanless,J Field Ornith,1992,Rissa tridactyla,Rissa_tridactyla,Kittiwake,,,flap,seabird,347,Scotland,Europe,both,ad,Y,-0.116,19,M & SD,PCr,Time away Nest,breeding,VHF,Tesa,TapeGlue,tail,2.5,0.72%,,7,Wanless J Field Ornith 1992PCr,1,,,
413,Wanless,J Field Ornith,1992,Rissa tridactyla,Rissa_tridactyla,Kittiwake,,,flap,seabird,347,Scotland,Europe,both,ad,Y,-0.542,15,M & SD,PCr,"Time away Nest; Tag = 13,8 Hrs + 1.1",breeding,VHF,Tesa,TapeGlue,tail,2.5,0.72%,,23,Wanless J Field Ornith 1992PCr,1,,,
414,Wilson,Ecology,1986,Spheniscus demersus,Spheniscus_demersus,African Penguin,,,flightless,penguin,3000,South Africa,Africa,both,ad,Y,-0.296,50,M & SD,PCr,Mass Delivered,breeding,VHF,harness or hose clip,Harness,back,18,0.60%,,2,Wilson Ecology 1986PCr,1,,,
415,Phillips,Auk,2003,Thalassarche melanophrys,Thalassarche_melanophrys,Blackbrowed Albatross,,,soar,seabird,3225,South Georgia,Antarctica,both,ad,Y,0.0383,819,M & SD,Trip Duration,Foraging,incubation,PTT,tesa tape to feathers,TapeGlue,back,30,0.93%,,50,Phillips Auk 2003Trip Duration,1,,,
416,Phillips,Auk,2003,Thalassarche melanophrys,Thalassarche_melanophrys,Blackbrowed Albatross,,,soar,seabird,3225,South Georgia,Antarctica,both,ad,Y,0.264,46,M & SD,Trip Duration,Foraging,breeding,PTT,tesa tape to feathers,TapeGlue,back,30,0.93%,,50,Phillips Auk 2003Trip Duration,1,,,
417,Trathan,MEPS,2008,Aptenodytes patagonicus,Aptenodytes_patagonicus,king penguin,,,flightless,penguin,15000,Sub-Antarctic,Antarctica,female,ad,Y,0.0819,26,M & SD,Trip Duration,Foraging,breeding,TDR & PTT,glue & cable tie,TapeGlue,back,100,0.67%,,20,Trathan MEPS 2008Trip Duration,1,,,
418,Trathan,MEPS,2008,Aptenodytes patagonicus,Aptenodytes_patagonicus,king penguin,,,flightless,penguin,15000,Sub-Antarctic,Antarctica,female,ad,Y,0.257,19,M & SD,Trip Duration,Foraging,breeding,TDR & GPS,glue & cable tie,TapeGlue,back,85,0.57%,,20,Trathan MEPS 2008Trip Duration,1,,,
419,Zavalaga,Ibis,2012,Sula granti,Sula_granti,Nazca booby,,,both,seabird,1717,Galapagos,S America,both,ad,Y,0.02,117,ANOVA F,Trip Duration,Foraging,breeding,TDR & GPS,tesa tape to feathers,TapeGlue,tail,50,2.91%,,2,Zavalaga Ibis 2012Trip Duration,1,,0.029120559,
420,Einoder,Aus Ecol,2011,Puffinus tenuirostris,Puffinus_tenuirostris,Short-tailed shearwater,,,soar,seabird,900,Australia,Australasia,both,ad,Y,-0.208,79,Z,Trip Duration,Foraging,breeding,PTT,glue and suture,Subcut,back,30,3.33%,,NA,Einoder Aus Ecol 2011Trip Duration,1,,0.033333333,
421,Croll,J Field Ornith,1996,Pygoscelis antarcticus,Pygoscelis_antarcticus,Chinstrap Penguin,,,flightless,penguin,4100,South Shetlands,Antarctica,both,ad,Y,0.0769,115,M & SD,Trip Duration,Foraging,breeding,VHF,glue and cable ties,TapeGlue,back,20,0.49%,,61,Croll J Field Ornith 1996Trip Duration,1,,0.004878049,
422,Croll,J Field Ornith,1996,Pygoscelis antarcticus,Pygoscelis_antarcticus,Chinstrap Penguin,,,flightless,penguin,4100,South Shetlands,Antarctica,both,ad,Y,0.0769,109,M & SD,Trip Duration,Foraging,breeding,VHF,glue and cable ties,TapeGlue,back,20,0.49%,,61,Croll J Field Ornith 1996Trip Duration,1,,0.004878049,
423,Croll,J Field Ornith,1996,Pygoscelis antarcticus,Pygoscelis_antarcticus,Chinstrap Penguin,,,flightless,penguin,4100,South Shetlands,Antarctica,both,ad,Y,0.01,95,M & SD,Trip Duration,Foraging,breeding,VHF,glue and cable ties,TapeGlue,back,20,0.49%,,61,Croll J Field Ornith 1996Trip Duration,1,,0.004878049,
424,Heggoy,MEPS,2015,Rissa tridactyla,Rissa_tridactyla,Black-legged Kittiwake,,,flap,seabird,420,Norway,Europe,both,ad,Y,0.349,41,M & SD,Trip Duration,Foraging,breeding,GPS,tape & cable tie,TapeGlue,back,15.5,3.69%,,2,Heggoy MEPS 2015Trip Duration,1,,0.036904762,
425,Rayner,WIlson J Ornith,2007,Pterodroma cookii,Pterodroma_cookii,Cook's Petrel,,,soar,seabird,200,New Zealand,Australasia,both,ad,Y,0.207,20,M & SD,Trip Duration,Foraging,Breeding,GLS,tape,TapeGlue,back,4.5,2.25%,,13,Rayner WIlson J Ornith 2007Trip Duration,1,,0.0225,
426,Ropert-Coudert,Physio Biochem Zool,2000,Aptenodytes patagonicus,Aptenodytes_patagonicus,King Penguin,,,flightless,penguin,15000,Possession Island,Australia,both,ad,Y,0.346,10,t test,Trip Duration,Foraging,breeding,TDR,In abdominal cavity via surgery,Subcut,internal,50,0.33%,,7,Ropert-Coudert Physio Biochem Zool 2000Trip Duration,1,,0.003333333,
427,Ropert-Coudert,Mar Ecol Prog,2007,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Adelie Land,Antarctica,both,ad,Y,0.282,14,t test,Trip Duration,Foraging,breeding,TDR,Tape,TapeGlue,back,50,1.11%,,3,Ropert-Coudert Mar Ecol Prog 2007Trip Duration,1,,0.011111111,
